"Date","Price","Open","High","Low","Change %"
"Oct 17, 1995","5.6280","5.6280","5.6280","5.6280","-0.30%"
"Oct 16, 1995","5.6450","5.6450","5.6450","5.6450","-0.32%"
"Oct 13, 1995","5.6630","5.6630","5.6630","5.6630","-0.60%"
"Oct 12, 1995","5.6970","5.6970","5.6970","5.6970","-0.61%"
"Oct 11, 1995","5.7320","5.7320","5.7320","5.7320","-0.59%"
"Oct 10, 1995","5.7660","5.7660","5.7660","5.7660","0.30%"
"Oct 09, 1995","5.7490","5.7490","5.7490","5.7490","0.00%"
"Oct 06, 1995","5.7490","5.7490","5.7490","5.7490","0.58%"
"Oct 05, 1995","5.7160","5.7160","5.7160","5.7160","-0.57%"
"Oct 04, 1995","5.7490","5.7490","5.7490","5.7490","-0.59%"
"Oct 03, 1995","5.7830","5.7830","5.7830","5.7830","-0.58%"
"Oct 02, 1995","5.8170","5.8170","5.8170","5.8170","-0.87%"
"Sep 29, 1995","5.8680","5.8680","5.8680","5.8680","-0.84%"
"Sep 28, 1995","5.9180","5.9180","5.9180","5.9180","0.58%"
"Sep 27, 1995","5.8840","5.8840","5.8840","5.8840","-0.44%"
"Sep 26, 1995","5.9100","5.9100","5.9100","5.9100","0.60%"
"Sep 25, 1995","5.8750","5.8750","5.8750","5.8750","0.29%"
"Sep 22, 1995","5.8580","5.8580","5.8580","5.8580","0.86%"
"Sep 21, 1995","5.8080","5.8080","5.8080","5.8080","1.20%"
"Sep 20, 1995","5.7390","5.7390","5.7390","5.7390","-0.02%"
"Sep 19, 1995","5.7400","5.7400","5.7400","5.7400","-0.59%"
"Sep 18, 1995","5.7740","5.7740","5.7740","5.7740","0.59%"
"Sep 15, 1995","5.7400","5.7400","5.7400","5.7400","0.56%"
"Sep 14, 1995","5.7080","5.7080","5.7080","5.7080","-1.76%"
"Sep 13, 1995","5.8100","5.8100","5.8100","5.8100","0.87%"
"Sep 12, 1995","5.7600","5.7600","5.7600","5.7600","-1.17%"
"Sep 11, 1995","5.8280","5.8280","5.8280","5.8280","0.00%"
"Sep 08, 1995","5.8280","5.8280","5.8280","5.8280","-0.02%"
"Sep 07, 1995","5.8290","5.8290","5.8290","5.8290","1.16%"
"Sep 06, 1995","5.7620","5.7620","5.7620","5.7620","-0.31%"
"Sep 05, 1995","5.7800","5.7800","5.7800","5.7800","-0.29%"
"Sep 01, 1995","5.7970","5.7970","5.7970","5.7970","-1.16%"
"Aug 31, 1995","5.8650","5.8650","5.8650","5.8650","-0.29%"
"Aug 30, 1995","5.8820","5.8820","5.8820","5.8820","-0.57%"
"Aug 29, 1995","5.9160","5.9160","5.9160","5.9160","1.15%"
"Aug 28, 1995","5.8490","5.8490","5.8490","5.8490","-0.29%"
"Aug 25, 1995","5.8660","5.8660","5.8660","5.8660","-2.22%"
"Aug 24, 1995","5.9990","5.9990","5.9990","5.9990","-2.18%"
"Aug 23, 1995","6.1330","6.1330","6.1330","6.1330","0.87%"
"Aug 22, 1995","6.0800","6.0800","6.0800","6.0800","0.28%"
"Aug 21, 1995","6.0630","6.0630","6.0630","6.0630","-0.56%"
"Aug 18, 1995","6.0970","6.0970","6.0970","6.0970","-0.28%"
"Aug 17, 1995","6.1140","6.1140","6.1140","6.1140","0.86%"
"Aug 16, 1995","6.0620","6.0620","6.0620","6.0620","0.00%"
"Aug 15, 1995","6.0620","6.0620","6.0620","6.0620","0.28%"
"Aug 14, 1995","6.0450","6.0450","6.0450","6.0450","-0.56%"
"Aug 11, 1995","6.0790","6.0790","6.0790","6.0790","2.01%"
"Aug 10, 1995","5.9590","5.9590","5.9590","5.9590","0.57%"
"Aug 09, 1995","5.9250","5.9250","5.9250","5.9250","0.58%"
"Aug 08, 1995","5.8910","5.8910","5.8910","5.8910","0.00%"
"Aug 07, 1995","5.8910","5.8910","5.8910","5.8910","-0.29%"
"Aug 04, 1995","5.9080","5.9080","5.9080","5.9080","-0.57%"
"Aug 03, 1995","5.9420","5.9420","5.9420","5.9420","1.43%"
"Aug 02, 1995","5.8580","5.8580","5.8580","5.8580","-0.85%"
"Aug 01, 1995","5.9080","5.9080","5.9080","5.9080","0.56%"
"Jul 31, 1995","5.8750","5.8750","5.8750","5.8750","-1.13%"
"Jul 28, 1995","5.9420","5.9420","5.9420","5.9420","0.87%"
"Jul 27, 1995","5.8910","5.8910","5.8910","5.8910","-1.41%"
"Jul 26, 1995","5.9750","5.9750","5.9750","5.9750","0.67%"
"Jul 25, 1995","5.9350","5.9350","5.9350","5.9350","-0.29%"
"Jul 24, 1995","5.9520","5.9520","5.9520","5.9520","-0.58%"
"Jul 21, 1995","5.9870","5.9870","5.9870","5.9870","1.49%"
"Jul 20, 1995","5.8990","5.8990","5.8990","5.8990","0.00%"
"Jul 19, 1995","5.8990","5.8990","5.8990","5.8990","1.50%"
"Jul 18, 1995","5.8120","5.8120","5.8120","5.8120","0.90%"
"Jul 17, 1995","5.7600","5.7600","5.7600","5.7600","1.19%"
"Jul 14, 1995","5.6920","5.6920","5.6920","5.6920","1.53%"
"Jul 13, 1995","5.6060","5.6060","5.6060","5.6060","0.29%"
"Jul 12, 1995","5.5900","5.5900","5.5900","5.5900","-0.60%"
"Jul 11, 1995","5.6240","5.6240","5.6240","5.6240","1.22%"
"Jul 10, 1995","5.5560","5.5560","5.5560","5.5560","0.00%"
"Jul 07, 1995","5.5560","5.5560","5.5560","5.5560","0.60%"
"Jul 06, 1995","5.5230","5.5230","5.5230","5.5230","-4.38%"
"Jul 05, 1995","5.7760","5.7760","5.7760","5.7760","-0.29%"
"Jul 03, 1995","5.7930","5.7930","5.7930","5.7930","0.00%"
"Jun 30, 1995","5.7930","5.7930","5.7930","5.7930","-1.14%"
"Jun 29, 1995","5.8600","5.8600","5.8600","5.8600","3.57%"
"Jun 28, 1995","5.6580","5.6580","5.6580","5.6580","-1.41%"
"Jun 27, 1995","5.7390","5.7390","5.7390","5.7390","0.60%"
"Jun 26, 1995","5.7050","5.7050","5.7050","5.7050","1.51%"
"Jun 23, 1995","5.6200","5.6200","5.6200","5.6200","0.27%"
"Jun 22, 1995","5.6050","5.6050","5.6050","5.6050","-1.22%"
"Jun 21, 1995","5.6740","5.6740","5.6740","5.6740","-0.91%"
"Jun 20, 1995","5.7260","5.7260","5.7260","5.7260","0.58%"
"Jun 19, 1995","5.6930","5.6930","5.6930","5.6930","-0.91%"
"Jun 16, 1995","5.7450","5.7450","5.7450","5.7450","0.26%"
"Jun 15, 1995","5.7300","5.7300","5.7300","5.7300","0.90%"
"Jun 14, 1995","5.6790","5.6790","5.6790","5.6790","0.89%"
"Jun 13, 1995","5.6290","5.6290","5.6290","5.6290","-5.43%"
"Jun 12, 1995","5.9520","5.9520","5.9520","5.9520","-1.15%"
"Jun 09, 1995","6.0210","6.0210","6.0210","6.0210","2.59%"
"Jun 08, 1995","5.8690","5.8690","5.8690","5.8690","1.45%"
"Jun 07, 1995","5.7850","5.7850","5.7850","5.7850","3.29%"
"Jun 06, 1995","5.6010","5.6010","5.6010","5.6010","1.21%"
"Jun 05, 1995","5.5340","5.5340","5.5340","5.5340","-0.32%"
"Jun 02, 1995","5.5520","5.5520","5.5520","5.5520","-3.24%"
"Jun 01, 1995","5.7380","5.7380","5.7380","5.7380","-2.02%"
"May 31, 1995","5.8560","5.8560","5.8560","5.8560","0.00%"
"May 30, 1995","5.8560","5.8560","5.8560","5.8560","-2.25%"
"May 26, 1995","5.9910","5.9910","5.9910","5.9910","0.28%"
"May 25, 1995","5.9740","5.9740","5.9740","5.9740","-0.28%"
"May 24, 1995","5.9910","5.9910","5.9910","5.9910","-2.03%"
"May 23, 1995","6.1150","6.1150","6.1150","6.1150","-1.67%"
"May 22, 1995","6.2190","6.2190","6.2190","6.2190","0.57%"
"May 19, 1995","6.1840","6.1840","6.1840","6.1840","0.52%"
"May 18, 1995","6.1520","6.1520","6.1520","6.1520","0.56%"
"May 17, 1995","6.1180","6.1180","6.1180","6.1180","0.56%"
"May 16, 1995","6.0840","6.0840","6.0840","6.0840","-0.85%"
"May 15, 1995","6.1360","6.1360","6.1360","6.1360","-0.84%"
"May 12, 1995","6.1880","6.1880","6.1880","6.1880","-0.03%"
"May 11, 1995","6.1900","6.1900","6.1900","6.1900","0.83%"
"May 10, 1995","6.1390","6.1390","6.1390","6.1390","0.82%"
"May 09, 1995","6.0890","6.0890","6.0890","6.0890","-1.65%"
"May 08, 1995","6.1910","6.1910","6.1910","6.1910","0.26%"
"May 05, 1995","6.1750","6.1750","6.1750","6.1750","-3.35%"
"May 04, 1995","6.3890","6.3890","6.3890","6.3890","-0.44%"
"May 03, 1995","6.4170","6.4170","6.4170","6.4170","-1.47%"
"May 02, 1995","6.5130","6.5130","6.5130","6.5130","-1.05%"
"May 01, 1995","6.5820","6.5820","6.5820","6.5820","0.20%"
"Apr 28, 1995","6.5690","6.5690","6.5690","6.5690","0.03%"
"Apr 27, 1995","6.5670","6.5670","6.5670","6.5670","0.78%"
"Apr 26, 1995","6.5160","6.5160","6.5160","6.5160","0.80%"
"Apr 25, 1995","6.4640","6.4640","6.4640","6.4640","0.26%"
"Apr 24, 1995","6.4470","6.4470","6.4470","6.4470","0.26%"
"Apr 21, 1995","6.4300","6.4300","6.4300","6.4300","0.25%"
"Apr 20, 1995","6.4140","6.4140","6.4140","6.4140","-0.80%"
"Apr 19, 1995","6.4660","6.4660","6.4660","6.4660","0.53%"
"Apr 18, 1995","6.4320","6.4320","6.4320","6.4320","-0.54%"
"Apr 17, 1995","6.4670","6.4670","6.4670","6.4670","-0.52%"
"Apr 13, 1995","6.5010","6.5010","6.5010","6.5010","-1.34%"
"Apr 12, 1995","6.5890","6.5890","6.5890","6.5890","-0.72%"
"Apr 11, 1995","6.6370","6.6370","6.6370","6.6370","-0.21%"
"Apr 10, 1995","6.6510","6.6510","6.6510","6.6510","0.20%"
"Apr 07, 1995","6.6380","6.6380","6.6380","6.6380","0.00%"
"Apr 06, 1995","6.6380","6.6380","6.6380","6.6380","-0.42%"
"Apr 05, 1995","6.6660","6.6660","6.6660","6.6660","-0.42%"
"Apr 04, 1995","6.6940","6.6940","6.6940","6.6940","-0.21%"
"Apr 03, 1995","6.7080","6.7080","6.7080","6.7080","-0.81%"
"Mar 31, 1995","6.7630","6.7630","6.7630","6.7630","0.28%"
"Mar 30, 1995","6.7440","6.7440","6.7440","6.7440","0.51%"
"Mar 29, 1995","6.7100","6.7100","6.7100","6.7100","-0.01%"
"Mar 28, 1995","6.7110","6.7110","6.7110","6.7110","1.57%"
"Mar 27, 1995","6.6070","6.6070","6.6070","6.6070","-0.27%"
"Mar 24, 1995","6.6250","6.6250","6.6250","6.6250","-1.33%"
"Mar 23, 1995","6.7140","6.7140","6.7140","6.7140","0.00%"
"Mar 22, 1995","6.7140","6.7140","6.7140","6.7140","-0.27%"
"Mar 21, 1995","6.7320","6.7320","6.7320","6.7320","0.78%"
"Mar 20, 1995","6.6800","6.6800","6.6800","6.6800","-0.27%"
"Mar 17, 1995","6.6980","6.6980","6.6980","6.6980","0.24%"
"Mar 16, 1995","6.6820","6.6820","6.6820","6.6820","-0.25%"
"Mar 15, 1995","6.6990","6.6990","6.6990","6.6990","-0.01%"
"Mar 14, 1995","6.7000","6.7000","6.7000","6.7000","-0.77%"
"Mar 13, 1995","6.7520","6.7520","6.7520","6.7520","-1.01%"
"Mar 10, 1995","6.8210","6.8210","6.8210","6.8210","-0.01%"
"Mar 09, 1995","6.8220","6.8220","6.8220","6.8220","-1.00%"
"Mar 08, 1995","6.8910","6.8910","6.8910","6.8910","-1.23%"
"Mar 07, 1995","6.9770","6.9770","6.9770","6.9770","0.00%"
"Mar 06, 1995","6.9770","6.9770","6.9770","6.9770","1.25%"
"Mar 03, 1995","6.8910","6.8910","6.8910","6.8910","0.50%"
"Mar 02, 1995","6.8570","6.8570","6.8570","6.8570","0.99%"
"Mar 01, 1995","6.7900","6.7900","6.7900","6.7900","0.25%"
"Feb 28, 1995","6.7730","6.7730","6.7730","6.7730","0.25%"
"Feb 27, 1995","6.7560","6.7560","6.7560","6.7560","-1.73%"
"Feb 24, 1995","6.8750","6.8750","6.8750","6.8750","-0.62%"
"Feb 23, 1995","6.9180","6.9180","6.9180","6.9180","0.26%"
"Feb 22, 1995","6.9000","6.9000","6.9000","6.9000","-2.47%"
"Feb 21, 1995","7.0750","7.0750","7.0750","7.0750","0.23%"
"Feb 17, 1995","7.0590","7.0590","7.0590","7.0590","0.46%"
"Feb 16, 1995","7.0270","7.0270","7.0270","7.0270","-0.99%"
"Feb 15, 1995","7.0970","7.0970","7.0970","7.0970","-0.98%"
"Feb 14, 1995","7.1670","7.1670","7.1670","7.1670","-1.67%"
"Feb 13, 1995","7.2890","7.2890","7.2890","7.2890","-0.23%"
"Feb 10, 1995","7.3060","7.3060","7.3060","7.3060","0.93%"
"Feb 09, 1995","7.2390","7.2390","7.2390","7.2390","1.44%"
"Feb 08, 1995","7.1360","7.1360","7.1360","7.1360","-0.72%"
"Feb 07, 1995","7.1880","7.1880","7.1880","7.1880","-0.25%"
"Feb 06, 1995","7.2060","7.2060","7.2060","7.2060","0.95%"
"Feb 03, 1995","7.1380","7.1380","7.1380","7.1380","-3.04%"
"Feb 02, 1995","7.3620","7.3620","7.3620","7.3620","-0.01%"
"Feb 01, 1995","7.3630","7.3630","7.3630","7.3630","1.66%"
"Jan 31, 1995","7.2430","7.2430","7.2430","7.2430","0.22%"
"Jan 30, 1995","7.2270","7.2270","7.2270","7.2270","-0.23%"
"Jan 27, 1995","7.2440","7.2440","7.2440","7.2440","-1.95%"
"Jan 26, 1995","7.3880","7.3880","7.3880","7.3880","-1.19%"
"Jan 25, 1995","7.4770","7.4770","7.4770","7.4770","-0.48%"
"Jan 24, 1995","7.5130","7.5130","7.5130","7.5130","0.47%"
"Jan 23, 1995","7.4780","7.4780","7.4780","7.4780","-0.24%"
"Jan 20, 1995","7.4960","7.4960","7.4960","7.4960","0.47%"
"Jan 19, 1995","7.4610","7.4610","7.4610","7.4610","0.23%"
"Jan 18, 1995","7.4440","7.4440","7.4440","7.4440","0.23%"
"Jan 17, 1995","7.4270","7.4270","7.4270","7.4270","0.95%"
"Jan 16, 1995","7.3570","7.3570","7.3570","7.3570","0.23%"
"Jan 13, 1995","7.3400","7.3400","7.3400","7.3400","-2.78%"
"Jan 12, 1995","7.5500","7.5500","7.5500","7.5500","-0.22%"
"Jan 11, 1995","7.5670","7.5670","7.5670","7.5670","-0.92%"
"Jan 10, 1995","7.6370","7.6370","7.6370","7.6370","-0.22%"
"Jan 09, 1995","7.6540","7.6540","7.6540","7.6540","0.45%"
"Jan 06, 1995","7.6200","7.6200","7.6200","7.6200","-0.44%"
"Jan 05, 1995","7.6540","7.6540","7.6540","7.6540","0.45%"
"Jan 04, 1995","7.6200","7.6200","7.6200","7.6200","-1.33%"
"Jan 03, 1995","7.7230","7.7230","7.7230","7.7230","0.44%"
"Dec 30, 1994","7.6890","7.6890","7.6890","7.6890","0.22%"
"Dec 29, 1994","7.6720","7.6720","7.6720","7.6720","-0.43%"
"Dec 28, 1994","7.7050","7.7050","7.7050","7.7050","0.22%"
"Dec 27, 1994","7.6880","7.6880","7.6880","7.6880","-0.66%"
"Dec 23, 1994","7.7390","7.7390","7.7390","7.7390","0.25%"
"Dec 22, 1994","7.7200","7.7200","7.7200","7.7200","2.08%"
"Dec 21, 1994","7.5630","7.5630","7.5630","7.5630","0.24%"
"Dec 20, 1994","7.5450","7.5450","7.5450","7.5450","-0.46%"
"Dec 19, 1994","7.5800","7.5800","7.5800","7.5800","0.00%"
"Dec 16, 1994","7.5800","7.5800","7.5800","7.5800","0.70%"
"Dec 15, 1994","7.5270","7.5270","7.5270","7.5270","-0.69%"
"Dec 14, 1994","7.5790","7.5790","7.5790","7.5790","-1.37%"
"Dec 13, 1994","7.6840","7.6840","7.6840","7.6840","0.23%"
"Dec 12, 1994","7.6660","7.6660","7.6660","7.6660","1.86%"
"Dec 09, 1994","7.5260","7.5260","7.5260","7.5260","0.24%"
"Dec 08, 1994","7.5080","7.5080","7.5080","7.5080","0.93%"
"Dec 07, 1994","7.4390","7.4390","7.4390","7.4390","-0.23%"
"Dec 06, 1994","7.4560","7.4560","7.4560","7.4560","-1.60%"
"Dec 05, 1994","7.5770","7.5770","7.5770","7.5770","1.87%"
"Dec 02, 1994","7.4380","7.4380","7.4380","7.4380","-0.23%"
"Dec 01, 1994","7.4550","7.4550","7.4550","7.4550","0.69%"
"Nov 30, 1994","7.4040","7.4040","7.4040","7.4040","0.00%"
"Nov 29, 1994","7.4040","7.4040","7.4040","7.4040","0.27%"
"Nov 28, 1994","7.3840","7.3840","7.3840","7.3840","2.80%"
"Nov 25, 1994","7.1830","7.1830","7.1830","7.1830","0.32%"
"Nov 23, 1994","7.1600","7.1600","7.1600","7.1600","-0.31%"
"Nov 22, 1994","7.1820","7.1820","7.1820","7.1820","-0.57%"
"Nov 21, 1994","7.2230","7.2230","7.2230","7.2230","0.25%"
"Nov 18, 1994","7.2050","7.2050","7.2050","7.2050","0.50%"
"Nov 17, 1994","7.1690","7.1690","7.1690","7.1690","0.49%"
"Nov 16, 1994","7.1340","7.1340","7.1340","7.1340","0.51%"
"Nov 15, 1994","7.0980","7.0980","7.0980","7.0980","0.98%"
"Nov 14, 1994","7.0290","7.0290","7.0290","7.0290","-0.24%"
"Nov 11, 1994","7.0460","7.0460","7.0460","7.0460","-0.24%"
"Nov 10, 1994","7.0630","7.0630","7.0630","7.0630","0.50%"
"Nov 09, 1994","7.0280","7.0280","7.0280","7.0280","0.24%"
"Nov 08, 1994","7.0110","7.0110","7.0110","7.0110","-0.74%"
"Nov 07, 1994","7.0630","7.0630","7.0630","7.0630","0.50%"
"Nov 04, 1994","7.0280","7.0280","7.0280","7.0280","0.73%"
"Nov 03, 1994","6.9770","6.9770","6.9770","6.9770","0.24%"
"Nov 02, 1994","6.9600","6.9600","6.9600","6.9600","0.49%"
"Nov 01, 1994","6.9260","6.9260","6.9260","6.9260","1.24%"
"Oct 31, 1994","6.8410","6.8410","6.8410","6.8410","0.16%"
"Oct 28, 1994","6.8300","6.8300","6.8300","6.8300","-0.90%"
"Oct 27, 1994","6.8920","6.8920","6.8920","6.8920","-0.39%"
"Oct 26, 1994","6.9190","6.9190","6.9190","6.9190","1.56%"
"Oct 25, 1994","6.8130","6.8130","6.8130","6.8130","0.01%"
"Oct 24, 1994","6.8120","6.8120","6.8120","6.8120","0.52%"
"Oct 21, 1994","6.7770","6.7770","6.7770","6.7770","0.27%"
"Oct 20, 1994","6.7590","6.7590","6.7590","6.7590","1.85%"
"Oct 19, 1994","6.6360","6.6360","6.6360","6.6360","0.53%"
"Oct 18, 1994","6.6010","6.6010","6.6010","6.6010","0.52%"
"Oct 17, 1994","6.5670","6.5670","6.5670","6.5670","0.27%"
"Oct 14, 1994","6.5490","6.5490","6.5490","6.5490","-1.06%"
"Oct 13, 1994","6.6190","6.6190","6.6190","6.6190","-0.76%"
"Oct 12, 1994","6.6700","6.6700","6.6700","6.6700","0.77%"
"Oct 11, 1994","6.6190","6.6190","6.6190","6.6190","-0.26%"
"Oct 07, 1994","6.6360","6.6360","6.6360","6.6360","-1.28%"
"Oct 06, 1994","6.7220","6.7220","6.7220","6.7220","0.01%"
"Oct 05, 1994","6.7210","6.7210","6.7210","6.7210","0.76%"
"Oct 04, 1994","6.6700","6.6700","6.6700","6.6700","0.00%"
"Oct 03, 1994","6.6700","6.6700","6.6700","6.6700","1.29%"
"Sep 30, 1994","6.5850","6.5850","6.5850","6.5850","0.00%"
"Sep 29, 1994","6.5850","6.5850","6.5850","6.5850","0.97%"
"Sep 28, 1994","6.5220","6.5220","6.5220","6.5220","0.46%"
"Sep 27, 1994","6.4920","6.4920","6.4920","6.4920","0.00%"
"Sep 26, 1994","6.4920","6.4920","6.4920","6.4920","0.00%"
"Sep 23, 1994","6.4920","6.4920","6.4920","6.4920","0.28%"
"Sep 22, 1994","6.4740","6.4740","6.4740","6.4740","-0.52%"
"Sep 21, 1994","6.5080","6.5080","6.5080","6.5080","1.62%"
"Sep 20, 1994","6.4040","6.4040","6.4040","6.4040","0.28%"
"Sep 19, 1994","6.3860","6.3860","6.3860","6.3860","0.00%"
"Sep 16, 1994","6.3860","6.3860","6.3860","6.3860","2.21%"
"Sep 15, 1994","6.2480","6.2480","6.2480","6.2480","-0.83%"
"Sep 14, 1994","6.3000","6.3000","6.3000","6.3000","-0.27%"
"Sep 13, 1994","6.3170","6.3170","6.3170","6.3170","-0.54%"
"Sep 12, 1994","6.3510","6.3510","6.3510","6.3510","0.27%"
"Sep 09, 1994","6.3340","6.3340","6.3340","6.3340","2.19%"
"Sep 08, 1994","6.1980","6.1980","6.1980","6.1980","-0.27%"
"Sep 07, 1994","6.2150","6.2150","6.2150","6.2150","0.27%"
"Sep 06, 1994","6.1980","6.1980","6.1980","6.1980","0.83%"
"Sep 02, 1994","6.1470","6.1470","6.1470","6.1470","0.24%"
"Sep 01, 1994","6.1320","6.1320","6.1320","6.1320","-0.28%"
"Aug 31, 1994","6.1490","6.1490","6.1490","6.1490","-0.28%"
"Aug 30, 1994","6.1660","6.1660","6.1660","6.1660","-0.53%"
"Aug 29, 1994","6.1990","6.1990","6.1990","6.1990","0.24%"
"Aug 26, 1994","6.1840","6.1840","6.1840","6.1840","-0.69%"
"Aug 25, 1994","6.2270","6.2270","6.2270","6.2270","1.07%"
"Aug 24, 1994","6.1610","6.1610","6.1610","6.1610","-0.50%"
"Aug 23, 1994","6.1920","6.1920","6.1920","6.1920","-0.83%"
"Aug 22, 1994","6.2440","6.2440","6.2440","6.2440","0.56%"
"Aug 19, 1994","6.2090","6.2090","6.2090","6.2090","0.00%"
"Aug 18, 1994","6.2090","6.2090","6.2090","6.2090","0.84%"
"Aug 17, 1994","6.1570","6.1570","6.1570","6.1570","0.00%"
"Aug 16, 1994","6.1570","6.1570","6.1570","6.1570","-1.38%"
"Aug 15, 1994","6.2430","6.2430","6.2430","6.2430","0.00%"
"Aug 12, 1994","6.2430","6.2430","6.2430","6.2430","0.00%"
"Aug 11, 1994","6.2430","6.2430","6.2430","6.2430","0.82%"
"Aug 10, 1994","6.1920","6.1920","6.1920","6.1920","-0.55%"
"Aug 09, 1994","6.2260","6.2260","6.2260","6.2260","0.00%"
"Aug 08, 1994","6.2260","6.2260","6.2260","6.2260","0.00%"
"Aug 05, 1994","6.2260","6.2260","6.2260","6.2260","4.25%"
"Aug 04, 1994","5.9720","5.9720","5.9720","5.9720","0.56%"
"Aug 03, 1994","5.9390","5.9390","5.9390","5.9390","-0.85%"
"Aug 02, 1994","5.9900","5.9900","5.9900","5.9900","-0.28%"
"Aug 01, 1994","6.0070","6.0070","6.0070","6.0070","0.00%"
"Jul 29, 1994","6.0070","6.0070","6.0070","6.0070","-3.66%"
"Jul 28, 1994","6.2350","6.2350","6.2350","6.2350","-0.35%"
"Jul 27, 1994","6.2570","6.2570","6.2570","6.2570","2.54%"
"Jul 26, 1994","6.1020","6.1020","6.1020","6.1020","0.02%"
"Jul 25, 1994","6.1010","6.1010","6.1010","6.1010","-0.29%"
"Jul 22, 1994","6.1190","6.1190","6.1190","6.1190","0.58%"
"Jul 21, 1994","6.0840","6.0840","6.0840","6.0840","1.15%"
"Jul 20, 1994","6.0150","6.0150","6.0150","6.0150","1.76%"
"Jul 19, 1994","5.9110","5.9110","5.9110","5.9110","-1.15%"
"Jul 18, 1994","5.9800","5.9800","5.9800","5.9800","-0.86%"
"Jul 15, 1994","6.0320","6.0320","6.0320","6.0320","0.00%"
"Jul 14, 1994","6.0320","6.0320","6.0320","6.0320","-2.51%"
"Jul 13, 1994","6.1870","6.1870","6.1870","6.1870","-0.55%"
"Jul 12, 1994","6.2210","6.2210","6.2210","6.2210","-0.83%"
"Jul 11, 1994","6.2730","6.2730","6.2730","6.2730","0.56%"
"Jul 08, 1994","6.2380","6.2380","6.2380","6.2380","2.25%"
"Jul 07, 1994","6.1010","6.1010","6.1010","6.1010","0.28%"
"Jul 06, 1994","6.0840","6.0840","6.0840","6.0840","-0.56%"
"Jul 05, 1994","6.1180","6.1180","6.1180","6.1180","-0.83%"
"Jul 01, 1994","6.1690","6.1690","6.1690","6.1690","-0.26%"
"Jun 30, 1994","6.1850","6.1850","6.1850","6.1850","1.38%"
"Jun 29, 1994","6.1010","6.1010","6.1010","6.1010","-0.51%"
"Jun 28, 1994","6.1320","6.1320","6.1320","6.1320","1.09%"
"Jun 27, 1994","6.0660","6.0660","6.0660","6.0660","-0.70%"
"Jun 24, 1994","6.1090","6.1090","6.1090","6.1090","2.97%"
"Jun 23, 1994","5.9330","5.9330","5.9330","5.9330","-0.37%"
"Jun 22, 1994","5.9550","5.9550","5.9550","5.9550","-0.35%"
"Jun 21, 1994","5.9760","5.9760","5.9760","5.9760","1.46%"
"Jun 20, 1994","5.8900","5.8900","5.8900","5.8900","0.60%"
"Jun 17, 1994","5.8550","5.8550","5.8550","5.8550","1.47%"
"Jun 16, 1994","5.7700","5.7700","5.7700","5.7700","-1.47%"
"Jun 15, 1994","5.8560","5.8560","5.8560","5.8560","1.17%"
"Jun 14, 1994","5.7880","5.7880","5.7880","5.7880","-1.45%"
"Jun 13, 1994","5.8730","5.8730","5.8730","5.8730","0.58%"
"Jun 10, 1994","5.8390","5.8390","5.8390","5.8390","1.16%"
"Jun 09, 1994","5.7720","5.7720","5.7720","5.7720","0.00%"
"Jun 08, 1994","5.7720","5.7720","5.7720","5.7720","0.00%"
"Jun 07, 1994","5.7720","5.7720","5.7720","5.7720","-0.02%"
"Jun 06, 1994","5.7730","5.7730","5.7730","5.7730","-1.43%"
"Jun 03, 1994","5.8570","5.8570","5.8570","5.8570","-0.86%"
"Jun 02, 1994","5.9080","5.9080","5.9080","5.9080","-1.14%"
"Jun 01, 1994","5.9760","5.9760","5.9760","5.9760","-0.28%"
"May 31, 1994","5.9930","5.9930","5.9930","5.9930","-0.23%"
"May 27, 1994","6.0070","6.0070","6.0070","6.0070","1.13%"
"May 26, 1994","5.9400","5.9400","5.9400","5.9400","0.00%"
"May 25, 1994","5.9400","5.9400","5.9400","5.9400","0.73%"
"May 24, 1994","5.8970","5.8970","5.8970","5.8970","-0.29%"
"May 23, 1994","5.9140","5.9140","5.9140","5.9140","2.42%"
"May 20, 1994","5.7740","5.7740","5.7740","5.7740","1.23%"
"May 19, 1994","5.7040","5.7040","5.7040","5.7040","-1.49%"
"May 18, 1994","5.7900","5.7900","5.7900","5.7900","-1.76%"
"May 17, 1994","5.8940","5.8940","5.8940","5.8940","-1.72%"
"May 16, 1994","5.9970","5.9970","5.9970","5.9970","-0.84%"
"May 13, 1994","6.0480","6.0480","6.0480","6.0480","-0.82%"
"May 12, 1994","6.0980","6.0980","6.0980","6.0980","-1.66%"
"May 11, 1994","6.2010","6.2010","6.2010","6.2010","1.13%"
"May 10, 1994","6.1320","6.1320","6.1320","6.1320","-1.92%"
"May 09, 1994","6.2520","6.2520","6.2520","6.2520","2.29%"
"May 06, 1994","6.1120","6.1120","6.1120","6.1120","3.79%"
"May 05, 1994","5.8890","5.8890","5.8890","5.8890","0.89%"
"May 04, 1994","5.8370","5.8370","5.8370","5.8370","-0.58%"
"May 03, 1994","5.8710","5.8710","5.8710","5.8710","1.47%"
"May 02, 1994","5.7860","5.7860","5.7860","5.7860","0.89%"
"Apr 29, 1994","5.7350","5.7350","5.7350","5.7350","-1.26%"
"Apr 28, 1994","5.8080","5.8080","5.8080","5.8080","-3.65%"
"Apr 27, 1994","6.0280","6.0280","6.0280","6.0280","8.83%"
"Apr 26, 1994","5.5390","5.5390","5.5390","5.5390","-0.91%"
"Apr 25, 1994","5.5900","5.5900","5.5900","5.5900","-0.30%"
